"id","Number.of.Open.Complaints","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender","Location.Code","Marital.Status","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Vehicle.Class","Vehicle.Size"
431,3,3,1,1,2,5,2,2,2,2,5,2,3,6,1
432,0,1,1,1,2,2,1,2,3,2,4,1,2,6,2
433,0,1,2,3,2,2,2,2,2,2,4,2,2,1,2
434,2,6,1,2,5,2,1,2,3,1,3,2,1,4,2
435,0,1,2,2,1,2,1,2,3,1,2,2,1,5,2
436,2,1,1,1,3,5,2,2,2,2,6,1,2,3,1
437,1,1,1,1,2,2,1,2,1,2,6,1,1,6,2
438,0,2,1,2,1,2,1,1,2,2,4,3,3,1,1
439,0,3,1,1,4,2,2,1,2,2,6,3,1,4,2
440,0,3,1,2,2,5,1,2,3,2,6,2,1,1,1
441,1,1,1,3,2,3,2,2,2,1,1,1,3,1,3
442,0,7,1,1,4,5,2,2,3,2,4,1,1,6,2
443,0,6,1,2,2,5,2,2,2,2,6,2,1,5,2
444,0,2,1,1,4,5,1,2,2,2,5,1,1,1,2
445,4,9,1,2,2,2,1,1,3,2,5,1,4,4,3
446,0,6,1,1,1,1,1,2,1,1,3,2,1,1,2
447,0,4,1,2,4,5,2,2,3,2,6,1,4,1,2
448,0,3,1,1,4,2,2,2,2,3,7,2,2,5,2
449,0,1,1,2,1,5,2,2,3,1,3,2,4,1,3
450,0,1,1,1,1,2,2,1,3,2,5,2,3,5,2
451,0,1,1,1,1,3,1,2,2,2,6,1,2,4,2
452,0,6,1,1,1,3,2,2,2,2,6,1,4,5,2
453,0,4,1,1,4,5,1,2,3,2,6,1,2,1,1
454,0,1,1,2,5,2,2,1,3,1,2,1,1,1,3
455,0,6,1,1,2,2,2,2,1,2,4,2,2,1,2
456,0,1,1,1,1,3,2,2,1,1,1,1,2,1,2
457,0,1,1,2,3,5,2,3,2,1,3,2,1,6,2
458,0,4,1,2,1,2,1,2,2,2,5,1,2,4,2
459,0,2,1,1,4,2,2,2,3,1,1,1,1,1,2
460,0,2,1,2,1,3,1,3,2,1,3,1,2,6,1
461,1,3,1,1,4,2,1,3,1,2,6,1,3,1,2
462,1,9,1,1,2,1,1,2,2,2,4,1,4,5,2
463,0,1,1,1,2,5,2,2,3,2,6,2,4,1,2
464,0,4,1,1,3,2,2,3,2,2,5,2,4,4,2
465,0,1,1,1,2,3,2,2,2,2,5,2,2,1,3
466,1,2,1,2,1,2,2,2,2,2,5,1,1,6,3
467,0,1,1,1,1,2,2,3,2,1,3,4,1,1,2
468,0,1,1,2,1,5,1,2,3,1,1,4,4,1,2
469,0,5,1,1,1,2,1,1,2,1,3,1,2,1,2
470,0,9,1,2,2,2,2,1,1,1,3,1,4,5,3
471,2,1,1,1,4,2,2,1,2,2,5,2,2,1,2
472,0,1,1,1,2,2,1,1,2,3,8,1,1,1,2
473,0,3,1,3,1,5,2,2,1,1,2,1,2,6,2
474,0,1,1,3,4,5,2,2,2,1,2,4,2,6,2
475,0,8,1,2,2,5,1,2,3,2,6,1,1,1,2
476,0,2,1,1,1,2,1,2,2,2,6,2,1,6,2
477,0,2,1,1,2,5,2,2,2,2,5,1,1,6,2
478,0,8,1,2,2,2,2,1,2,2,6,1,3,1,2
479,0,2,1,2,4,2,1,3,2,2,6,2,1,6,2
480,0,1,1,1,1,5,1,2,3,2,6,2,1,1,2
481,0,2,2,1,1,2,2,1,2,2,4,3,1,1,2
482,0,1,2,1,4,2,1,1,3,2,6,2,1,1,2
483,0,9,2,1,2,2,1,2,2,2,5,1,1,1,2
484,0,4,2,1,2,3,1,2,3,2,4,1,4,6,2
485,2,9,1,2,5,2,1,3,2,2,6,1,2,1,2
486,0,3,1,2,2,5,1,2,3,2,6,3,3,1,2
487,0,1,1,2,1,2,1,2,2,2,4,1,2,1,3
488,0,4,1,2,2,5,2,2,3,2,6,1,1,1,2
489,0,3,1,1,4,2,2,2,2,2,6,2,1,6,3
490,0,1,1,1,5,2,1,1,2,2,4,3,2,1,1
491,0,5,1,1,4,2,1,2,2,1,3,3,2,1,2
492,0,2,1,1,2,2,1,2,3,2,6,3,4,1,1
493,0,1,1,3,4,2,2,2,3,2,5,2,1,6,2
494,1,2,1,2,4,5,2,2,3,1,1,1,1,6,2
495,0,9,1,1,5,2,1,1,2,2,6,4,2,1,2
496,0,1,1,1,2,2,1,2,2,2,4,4,1,5,2
497,0,1,2,3,4,2,2,2,1,2,6,1,1,3,2
498,0,1,1,1,4,5,1,2,3,2,4,1,2,1,3
499,1,1,1,2,3,2,2,2,3,2,5,2,3,1,2
500,0,2,1,1,4,2,2,3,2,2,5,1,2,5,2
501,0,1,1,2,1,2,1,2,3,1,2,3,4,6,3
502,0,2,1,1,4,5,2,2,3,2,6,1,2,1,3
503,2,1,1,1,2,5,2,2,3,1,2,1,1,5,2
504,0,2,2,1,2,2,2,3,2,2,6,2,4,1,2
505,0,4,1,3,2,2,1,2,2,1,1,3,3,6,2
506,0,1,1,1,4,3,2,2,2,2,6,1,1,1,3
507,2,4,1,1,2,2,1,1,2,1,3,2,1,5,2
508,0,2,1,1,3,3,1,2,2,1,2,1,2,1,2
509,0,5,1,2,1,2,1,2,2,2,5,4,2,1,2
510,0,1,1,1,4,2,2,2,2,1,3,2,1,6,3
511,0,1,1,3,2,2,1,2,1,2,4,2,1,3,2
512,0,5,1,2,1,3,2,2,2,2,4,1,2,5,3
513,3,2,1,2,2,2,2,1,3,1,3,1,3,4,2
514,0,8,1,1,4,5,1,2,2,1,2,1,3,5,2
515,0,7,1,3,4,5,1,2,2,2,6,1,1,1,2
516,1,3,1,1,4,5,1,2,2,2,5,2,4,6,2
517,0,1,1,2,1,1,1,2,2,3,7,1,1,1,2
518,0,1,1,3,1,2,2,1,2,1,1,2,4,1,2
519,0,2,1,1,4,5,1,2,3,2,6,2,3,6,1
520,0,1,1,1,2,2,1,2,2,2,5,2,1,3,2
521,0,2,1,2,1,2,1,3,3,1,2,1,2,5,2
522,0,8,2,1,4,2,2,2,3,1,3,2,3,1,2
523,0,2,1,2,2,5,2,2,3,1,1,1,2,2,3
524,3,5,1,2,1,5,1,2,3,2,6,1,1,1,3
525,0,6,1,1,2,5,2,1,2,2,4,3,1,6,2
526,1,9,1,1,4,2,1,2,3,1,1,2,4,1,2
527,0,2,1,1,1,2,2,2,3,2,6,1,1,6,2
528,0,1,2,1,2,2,2,2,1,2,6,1,1,6,2
529,0,1,1,1,4,4,2,2,3,2,5,1,4,5,2
530,1,1,2,1,5,2,1,1,2,3,8,2,4,1,1
531,0,7,1,1,2,2,2,3,2,1,3,2,4,1,2
532,0,5,2,2,1,5,1,2,1,2,6,1,3,6,1
533,0,4,1,2,5,2,2,2,2,1,3,1,1,1,3
534,0,2,1,2,1,5,1,2,3,2,6,1,1,1,1
535,0,6,1,2,1,2,1,3,2,2,5,2,1,1,3
536,0,1,1,3,4,3,1,2,1,2,4,3,4,1,2
537,2,6,1,1,4,2,1,1,1,2,6,1,3,5,2
538,0,5,1,2,4,5,1,2,3,2,6,1,3,1,2
539,0,2,2,1,2,5,2,2,1,2,5,1,1,6,2
540,0,9,1,1,3,3,2,3,2,2,4,2,3,5,2
541,0,6,1,1,5,2,1,1,2,2,6,3,4,6,2
542,0,2,1,1,4,1,2,2,3,2,4,1,4,2,2
543,0,1,1,1,4,2,1,2,2,2,5,1,2,5,2
544,0,2,1,2,2,5,2,2,1,2,6,1,3,5,2
545,0,1,1,3,4,2,2,2,2,3,8,1,1,1,3
546,0,1,1,1,4,5,1,2,3,2,4,1,1,1,3
547,0,3,2,1,2,2,2,3,2,2,5,1,1,5,2
548,0,5,1,2,2,2,2,2,2,2,6,2,4,1,2
549,2,4,1,1,1,2,2,2,2,2,6,4,1,1,3
550,0,4,1,1,1,2,1,2,2,1,3,3,1,1,2
551,0,4,1,1,2,2,1,2,2,2,5,4,4,5,2
552,0,3,2,2,2,2,1,2,2,1,2,1,2,5,2
553,1,1,2,1,5,2,1,2,3,2,6,2,2,5,1
554,1,1,1,1,2,2,1,1,1,2,6,3,4,5,2
555,4,1,1,2,4,5,2,2,2,2,6,1,2,6,2
556,0,9,1,1,4,3,2,2,2,2,6,1,1,6,2
557,1,8,1,1,4,2,2,2,2,2,6,1,2,1,2
558,3,1,1,2,4,3,2,2,2,1,2,1,2,1,2
559,0,3,1,1,5,2,1,1,2,1,2,1,2,5,3
560,1,9,1,3,2,5,1,2,2,2,6,1,2,4,3
561,3,2,1,1,1,2,2,2,3,1,3,2,1,5,3
562,3,2,1,1,2,5,1,2,2,1,1,3,1,1,2
563,1,1,1,3,1,2,1,1,1,2,5,2,1,5,3
564,0,1,1,2,2,2,2,2,2,2,5,4,2,1,2
565,0,1,1,2,5,2,2,1,1,2,5,1,2,1,2
566,0,1,1,1,2,5,1,2,2,1,2,4,3,4,2
567,0,1,2,3,2,2,2,2,3,2,6,2,2,4,2
568,0,3,1,3,4,5,1,2,2,2,6,3,3,5,2
569,0,3,2,1,1,2,1,3,2,1,3,2,2,5,2
570,0,1,1,1,1,2,2,1,2,2,6,2,2,6,2
571,0,2,2,1,2,4,2,2,2,2,5,1,1,1,2
572,0,3,1,1,2,2,1,2,2,2,6,1,2,6,3
573,0,6,1,2,1,5,1,2,3,3,8,3,4,6,3
574,0,1,1,1,1,2,2,1,2,2,6,1,1,1,2
575,0,4,1,1,1,5,1,2,3,2,5,2,2,1,3
576,0,2,1,1,4,2,1,2,2,2,6,2,1,6,2
577,2,3,1,1,4,2,1,2,1,2,4,1,3,4,3
578,0,1,1,1,1,2,2,2,2,2,6,2,1,6,3
579,1,7,1,2,1,2,1,2,2,2,4,4,4,1,3
580,0,4,1,1,4,2,1,1,2,2,5,1,1,5,2
581,0,3,1,1,5,2,1,3,2,2,5,2,3,1,3
582,1,1,1,1,4,5,1,2,2,2,6,1,2,2,3
583,1,2,1,1,1,2,1,3,2,2,6,3,2,1,2
584,3,5,1,2,4,2,1,1,2,2,6,1,1,1,1
585,0,3,2,1,4,5,2,2,2,2,4,2,4,4,2
586,0,9,2,1,1,2,2,2,1,2,4,1,1,1,2
587,0,3,1,1,1,4,2,2,1,2,6,2,4,5,2
588,1,1,1,1,1,2,2,2,2,2,6,3,3,1,2
589,1,3,2,1,1,4,2,2,1,2,6,1,1,1,2
590,0,1,1,2,4,2,2,3,1,2,6,1,1,4,2
591,2,1,1,1,3,5,1,2,1,2,5,1,1,5,2
592,0,1,2,2,4,5,1,2,2,2,4,1,1,1,1
593,1,1,1,1,5,2,1,1,3,3,9,2,2,6,2
594,0,1,1,1,4,5,1,2,3,2,4,3,3,5,1
595,0,6,1,3,4,5,1,2,2,3,8,1,4,1,1
596,0,1,2,1,3,2,2,1,1,2,6,1,1,1,1
597,0,1,1,1,2,2,1,3,2,2,6,2,1,1,2
598,1,1,2,1,2,2,1,1,2,2,6,1,1,5,2
599,0,4,1,3,2,5,2,2,1,2,5,1,1,1,2
600,0,3,1,1,5,2,1,1,1,2,6,3,3,1,2
601,0,2,1,1,1,2,2,1,1,1,3,1,1,1,1
602,0,1,1,1,2,2,1,1,2,2,4,1,3,6,3
603,0,2,1,1,1,2,2,3,2,2,6,3,2,1,2
604,0,2,1,1,4,5,1,2,2,1,3,4,4,5,2
605,0,7,1,1,3,2,1,2,2,2,6,3,3,6,3
606,1,5,2,1,2,4,2,2,2,1,1,2,1,6,2
607,0,6,1,3,4,5,2,2,3,1,3,1,1,1,1
608,0,2,1,2,2,2,2,2,2,2,4,1,1,5,2
609,0,2,2,1,4,3,2,2,3,2,6,1,3,5,2
610,1,1,1,3,1,2,1,2,2,2,6,1,3,5,2
611,0,3,1,1,5,2,2,2,1,3,8,1,4,1,2
612,1,3,1,1,5,2,1,1,2,2,6,4,1,4,3
613,0,3,1,2,1,2,2,1,2,3,8,2,4,1,2
614,3,2,1,1,4,5,1,2,2,2,5,3,3,1,2
615,0,1,2,1,4,2,2,2,2,2,5,2,3,1,3
616,0,1,1,3,5,2,2,3,2,1,3,2,3,1,3
617,0,2,2,1,2,2,2,2,2,2,6,2,2,5,3
618,0,7,1,3,5,2,1,3,2,1,3,1,1,1,2
619,0,7,1,1,2,2,1,2,2,1,3,1,1,1,2
620,0,8,1,1,4,5,1,2,3,2,6,1,4,1,2
621,0,1,2,1,2,2,1,3,2,2,6,2,1,1,2
622,0,9,1,1,4,2,2,2,3,2,6,2,2,1,1
623,0,3,1,1,2,2,1,3,2,2,6,2,3,6,2
624,0,1,1,1,1,2,1,2,2,2,6,2,4,6,1
625,0,2,1,2,4,2,1,1,2,2,6,3,1,1,2
626,0,1,1,2,1,5,1,2,2,2,6,2,4,1,3
627,0,2,1,2,2,2,1,1,3,2,6,4,4,4,2
628,2,5,1,2,4,2,2,2,3,2,6,1,2,6,3
629,0,2,1,2,4,5,2,2,3,2,4,1,1,6,2
630,0,5,1,1,2,3,1,2,2,2,5,1,1,1,2
631,0,2,1,1,1,5,2,3,2,2,4,1,2,1,2
632,0,2,2,1,2,2,2,1,2,2,6,1,2,1,2
633,1,6,2,2,4,2,2,1,1,1,2,1,1,1,2
634,0,1,2,3,1,4,1,2,2,2,6,1,1,3,2
635,1,1,1,1,2,2,1,1,2,1,3,4,2,1,1
636,2,1,1,1,2,2,2,1,2,3,9,2,2,5,2
637,3,2,1,1,4,2,1,2,2,2,6,2,3,2,1
638,0,1,1,1,4,2,1,2,2,2,4,2,2,1,3
639,0,1,1,1,2,3,2,2,2,2,6,4,3,6,2
640,0,3,1,2,2,2,1,2,2,3,8,2,2,1,3
641,0,1,1,1,1,2,1,2,2,2,6,1,1,1,2
642,0,1,1,1,5,2,2,2,2,2,6,4,2,1,3
643,0,2,2,3,4,2,2,2,3,2,6,1,1,1,2
644,0,1,1,1,3,2,1,3,1,2,4,3,4,6,2
645,0,2,1,1,4,2,2,3,1,2,5,1,3,1,2
646,5,1,1,1,1,5,2,2,3,1,2,2,3,5,2
647,0,6,1,1,1,2,2,2,1,1,3,1,3,5,2
648,0,2,1,2,2,2,1,1,2,2,6,2,2,6,2
649,1,2,1,3,1,2,2,2,2,1,3,1,2,1,2
650,0,6,1,2,2,5,2,2,3,2,5,2,4,5,3
651,0,9,1,1,1,2,2,1,3,2,6,3,2,5,2
652,0,2,1,1,1,2,1,3,1,2,4,1,1,1,2
653,0,5,2,2,1,5,1,2,1,2,5,1,3,6,1
654,1,5,1,2,1,2,1,1,2,1,2,1,1,1,2
655,0,8,1,2,2,5,1,2,2,2,4,1,2,1,3
656,0,3,1,1,4,5,2,2,3,2,6,2,3,6,2
657,0,2,1,3,5,3,1,3,2,2,5,2,3,6,2
658,0,3,1,2,2,2,1,1,2,2,6,1,2,5,2
659,0,1,1,2,1,2,1,1,2,2,5,2,3,6,2
660,0,2,1,1,1,5,2,2,2,1,3,1,2,6,2
661,0,3,2,1,5,2,2,1,1,3,9,2,2,1,3
662,0,1,1,1,2,2,1,3,2,2,5,2,1,1,2
663,0,1,2,2,4,4,1,2,2,1,2,2,1,1,1
664,1,7,1,1,4,5,1,2,2,2,5,1,2,1,2
665,0,1,1,1,4,2,1,1,2,2,6,2,1,5,3
666,0,1,1,1,2,2,1,2,2,1,3,2,1,1,2
667,1,4,1,1,2,5,1,2,2,2,6,3,1,6,2
668,0,6,1,1,1,2,2,3,2,2,6,2,4,6,2
669,0,8,1,2,4,5,1,2,3,2,5,1,1,5,2
670,1,1,1,1,4,2,1,2,2,2,6,3,2,1,3
671,0,2,1,1,1,2,1,2,2,2,5,2,4,1,2
672,0,9,1,1,2,2,1,3,2,2,6,1,1,5,2
673,0,1,1,2,4,2,1,2,2,2,6,1,2,6,2
674,3,3,1,3,4,2,2,2,2,2,4,3,2,1,3
675,0,1,1,1,2,5,2,1,2,1,1,2,1,1,2
676,0,9,1,1,2,5,1,2,1,1,1,1,1,1,3
677,0,1,1,1,1,2,1,1,2,2,5,1,1,1,2
678,0,3,1,2,4,2,2,2,2,2,6,2,2,1,2
679,2,2,1,1,1,2,2,2,1,2,5,2,3,1,2
680,0,3,1,2,1,2,2,2,3,2,6,1,1,1,2
681,4,1,1,1,2,2,2,2,2,2,5,2,2,6,2
682,0,2,1,2,5,2,2,3,3,2,4,2,2,5,2
683,1,3,1,2,5,2,1,1,2,2,6,1,1,5,2
684,1,2,2,1,4,3,1,2,2,1,2,2,3,5,2
685,0,3,1,1,1,2,2,1,2,3,8,3,1,1,2
686,3,7,1,3,4,2,1,2,1,2,6,1,1,6,2
687,0,1,1,3,1,2,1,2,2,2,5,2,1,1,2
688,0,9,1,2,2,2,1,2,2,2,6,2,4,1,3
689,0,2,1,1,1,2,2,1,2,2,6,4,4,6,1
690,1,7,1,2,1,2,1,3,2,2,5,1,1,1,2
691,0,2,1,1,5,2,1,1,2,2,6,4,4,6,2
692,1,2,1,1,2,2,2,2,2,2,5,1,1,1,2
693,0,1,2,1,1,2,1,3,2,2,6,2,1,1,2
694,0,1,1,1,4,5,2,2,3,2,6,4,2,1,2
695,0,1,2,3,1,2,1,2,3,2,5,1,2,6,2
696,0,2,2,3,4,2,2,2,3,2,6,1,1,1,2
697,0,7,1,1,1,5,2,2,2,1,1,2,4,1,2
698,0,6,1,2,2,5,2,2,3,2,5,3,1,6,2
699,0,2,2,2,1,2,1,3,1,1,3,2,4,1,2
700,0,1,1,1,5,2,2,1,2,2,4,2,1,5,2
701,0,2,1,2,2,2,1,1,2,2,6,1,1,1,2
702,0,2,1,1,4,2,1,2,2,2,6,2,4,6,2
703,4,1,2,1,2,5,1,2,1,2,6,1,2,1,3
704,0,1,1,1,2,2,2,1,1,1,3,2,4,1,1
705,0,2,1,1,1,2,1,1,2,2,6,1,1,4,1
706,0,8,1,1,4,2,1,2,2,2,6,3,1,5,1
707,0,2,1,1,4,2,2,3,2,2,6,3,3,5,2
708,0,1,1,2,4,2,1,3,2,2,5,4,1,6,2
709,0,1,1,1,4,2,2,1,2,2,6,2,1,5,2
710,0,1,1,3,1,2,2,2,2,2,6,2,2,1,2
711,0,4,1,1,2,3,1,2,2,2,6,1,1,1,2
712,0,2,2,1,1,5,2,2,2,2,4,2,1,6,2
713,0,1,1,1,1,2,2,3,1,2,6,3,2,5,2
714,0,1,1,3,1,5,2,2,3,1,2,4,4,5,2
715,0,1,1,2,1,5,2,2,2,2,5,2,2,5,3
716,1,2,1,1,1,2,1,1,2,2,5,3,4,4,2
717,0,1,1,1,2,2,1,1,2,1,3,4,1,1,2
718,0,1,1,1,2,5,2,2,3,2,6,2,1,1,2
719,2,9,1,2,4,2,1,2,2,1,3,3,2,4,2
720,0,1,1,2,4,2,1,1,2,1,3,4,1,4,2
721,0,1,1,2,2,2,2,2,1,3,8,1,2,5,2
722,0,1,1,1,1,1,2,1,2,2,4,3,1,6,2
723,0,6,1,3,2,2,2,2,3,2,6,1,2,1,3
724,0,2,2,1,1,3,2,2,1,2,6,1,1,1,2
725,0,2,1,1,2,2,2,2,3,1,2,2,4,1,2
726,0,1,1,1,1,3,2,2,2,2,5,2,1,1,2
727,2,3,2,1,4,1,1,2,3,2,6,1,4,6,3
728,4,6,1,1,2,2,1,1,2,1,1,1,3,5,2
729,0,2,1,1,4,2,2,1,3,1,3,1,1,1,2
730,0,3,1,2,2,2,2,2,2,1,3,4,2,1,3
731,0,6,1,2,5,2,2,1,2,2,6,1,1,5,3
732,0,2,1,2,1,2,2,1,1,2,4,1,1,1,2
733,0,7,1,1,1,2,2,1,2,2,6,1,1,5,2
734,1,3,1,2,1,5,2,2,1,1,3,1,2,6,1
735,0,2,1,1,1,2,2,2,3,2,4,3,3,1,2
736,0,8,1,2,4,2,1,1,2,2,4,4,3,1,2
737,3,9,2,1,1,2,2,1,2,2,4,2,1,5,2
738,0,3,1,1,1,2,2,2,1,2,6,3,2,4,1
739,0,2,1,2,1,2,1,2,1,2,6,1,3,6,3
740,0,9,1,1,2,5,2,2,3,2,6,1,3,1,2
741,1,2,1,1,2,2,2,2,2,2,6,3,1,1,2
742,0,1,1,2,2,5,1,1,2,2,6,3,2,5,2
743,0,3,1,1,5,5,2,2,2,1,3,1,1,1,2
744,0,3,1,1,4,2,1,2,2,2,6,2,2,5,2
745,0,1,1,1,1,2,2,2,2,2,5,3,4,1,2
746,0,2,1,2,4,2,1,3,2,2,6,3,1,1,2
747,0,2,1,1,1,2,1,1,2,2,5,3,4,6,2
748,0,4,1,1,4,5,1,2,3,2,4,2,2,1,3
749,1,1,2,1,5,2,1,1,2,2,4,2,4,1,1
750,4,2,1,1,2,2,1,2,2,3,7,2,1,5,2
751,0,2,1,2,2,3,2,2,1,2,5,4,4,1,2
752,0,2,1,3,4,5,1,2,2,2,5,3,2,6,2
753,0,2,1,1,2,2,1,1,1,2,6,1,2,4,2
754,0,1,2,1,2,3,1,2,2,3,8,2,3,1,2
755,0,5,1,2,1,2,1,1,2,2,5,4,2,1,2
756,0,1,2,3,1,4,1,2,2,2,4,1,1,3,2
757,0,3,1,1,2,2,1,1,2,2,6,2,1,1,2
758,0,3,1,2,4,3,2,2,2,1,2,1,2,3,1
759,0,3,1,1,1,2,1,2,2,2,4,2,3,1,2
760,1,2,1,2,2,5,2,2,1,2,6,1,1,1,1
761,0,1,1,1,4,2,2,3,3,1,3,1,2,3,2
762,3,7,1,1,4,5,1,1,2,2,6,1,2,4,2
763,1,3,1,2,4,2,1,1,2,2,6,1,1,6,2
764,0,1,1,1,2,5,2,2,3,1,3,2,2,6,2
765,1,2,1,2,4,4,2,2,2,2,5,1,2,6,3
766,0,6,1,1,4,2,1,2,2,2,4,4,2,1,3
767,0,2,1,2,1,2,1,2,2,1,3,3,3,4,1
768,0,2,2,3,2,2,2,2,2,2,6,1,2,6,2
769,0,1,1,1,2,5,1,2,2,2,6,2,2,1,2
770,0,2,1,1,1,5,2,2,3,1,2,3,2,1,2
771,0,2,1,2,2,4,1,2,2,2,6,1,2,6,2
772,0,1,2,3,1,2,1,2,3,2,6,1,2,6,2
773,2,3,1,1,1,2,1,3,2,2,6,4,4,1,2
774,0,1,1,1,2,2,1,3,2,2,6,3,1,5,2
775,0,2,1,3,1,2,2,2,3,2,5,1,2,6,2
776,0,1,1,1,1,2,2,2,2,1,3,4,2,2,1
777,0,1,2,1,4,2,1,1,3,2,5,2,1,1,2
778,2,1,1,2,1,2,2,3,1,1,3,1,4,5,2
779,0,2,1,2,2,2,2,1,3,1,3,3,3,1,2
780,3,2,1,2,4,2,1,2,2,2,4,2,2,1,2
781,1,1,1,3,1,2,2,2,2,2,6,2,3,1,2
782,0,1,1,1,4,5,1,2,1,2,6,2,1,5,2
783,0,3,2,1,2,5,1,2,2,1,3,1,1,5,2
784,0,1,2,3,2,5,2,2,2,1,3,1,2,1,1
785,0,1,1,2,2,5,2,2,3,2,6,1,1,5,2
786,1,2,1,1,4,2,1,1,2,3,9,4,4,1,2
787,0,2,1,1,2,5,1,2,3,1,2,4,3,1,2
788,0,2,2,2,5,4,1,2,2,2,5,2,1,6,2
789,0,1,1,1,2,5,1,2,3,2,4,3,2,1,2
790,3,2,2,1,2,2,2,2,2,3,7,2,1,1,1
791,0,1,1,1,2,2,2,1,2,2,5,2,2,1,2
792,0,1,1,1,2,2,2,1,1,2,6,3,2,6,1
793,0,1,2,3,2,2,2,2,3,2,5,2,2,4,2
794,0,2,1,1,2,2,1,1,3,2,6,4,2,6,2
795,2,2,1,1,5,2,1,3,2,2,6,4,3,1,2
796,0,1,1,1,4,2,1,2,2,2,6,1,3,1,2
797,0,1,1,1,1,5,1,2,3,2,6,3,1,1,2
798,0,2,1,1,1,2,1,1,1,2,6,1,2,1,2
799,0,1,2,1,2,5,2,2,3,2,6,1,2,1,2
800,0,3,1,1,2,1,2,2,3,2,6,1,1,6,2
801,3,2,2,1,2,5,1,2,3,2,6,1,1,1,1
802,0,1,1,1,1,3,1,3,2,2,6,1,1,1,2
803,0,3,2,1,4,2,1,3,2,2,6,2,2,5,1
804,0,2,1,1,2,2,1,3,2,1,3,3,1,1,2
805,0,1,1,1,4,2,1,2,2,1,3,1,3,5,2
806,0,1,2,1,4,4,2,2,2,3,7,3,4,1,2
807,0,2,1,1,4,5,1,2,3,2,6,2,2,1,2
808,0,1,1,2,1,2,2,3,2,1,3,2,1,1,2
809,0,2,2,3,1,1,1,2,1,3,7,1,1,1,2
810,0,1,2,1,1,2,1,1,3,3,8,2,4,1,2
811,0,2,1,1,1,5,2,2,3,2,5,1,4,2,2
812,0,9,1,1,1,2,2,1,1,2,6,4,2,5,1
813,1,1,1,2,3,2,2,1,3,2,5,4,3,1,2
814,0,9,1,1,4,2,2,2,2,2,4,1,1,6,1
815,4,1,1,2,4,2,2,1,2,3,8,4,1,1,2
816,0,2,1,1,5,2,2,3,1,2,4,3,3,5,2
817,0,3,1,1,2,5,1,2,3,2,6,1,1,1,3
818,3,1,1,1,1,2,2,2,1,2,6,2,2,2,2
819,0,5,1,3,2,5,2,2,1,2,6,1,1,1,2
820,0,3,1,3,1,2,1,2,1,2,6,1,1,5,2
821,0,2,1,2,4,2,1,1,2,2,4,4,3,6,2
822,0,3,1,2,4,2,1,2,2,2,6,3,4,6,2
823,0,7,1,2,1,5,2,2,3,2,6,3,1,1,2
824,1,4,2,2,3,5,1,2,2,2,4,1,1,1,2
825,0,2,1,1,4,2,1,2,2,1,2,1,3,1,3
826,0,1,1,1,1,2,2,1,3,2,6,1,1,1,2
827,0,1,2,1,5,2,1,2,1,1,2,2,2,5,2
828,2,9,1,3,3,2,1,1,2,2,6,1,4,1,2
829,2,6,1,1,4,5,2,2,3,1,3,1,3,1,2
830,0,5,1,1,2,5,1,2,3,1,2,1,3,1,3
831,0,4,1,1,5,2,1,3,3,1,2,3,1,5,2
832,0,4,1,1,2,2,1,3,2,2,6,1,1,1,2
833,0,2,1,3,2,2,2,2,2,2,6,2,4,2,3
834,0,1,1,1,2,2,2,1,2,2,5,2,2,1,2
835,2,2,1,3,2,5,2,2,3,2,6,1,2,1,2
836,0,3,2,1,5,2,2,1,1,2,6,2,2,1,3
837,0,2,1,1,5,2,2,2,2,2,5,1,2,5,2
838,0,1,1,1,4,2,1,2,2,2,6,4,2,6,2
839,0,1,1,2,1,2,2,1,2,2,5,3,2,1,2
840,0,2,1,2,2,2,1,1,2,2,4,3,2,1,1
841,2,1,2,2,2,2,2,2,3,2,6,2,1,3,3
842,0,7,1,1,1,3,1,2,2,2,6,1,3,5,3
843,0,1,1,1,4,5,1,2,3,2,6,4,3,1,2
844,0,2,1,1,1,2,2,1,2,2,5,1,1,1,1
845,0,1,2,1,4,4,2,2,2,1,3,3,4,1,2
846,0,9,1,1,4,5,1,2,2,2,5,2,3,1,3
847,0,1,1,1,5,2,1,2,2,2,5,3,4,1,3
848,0,1,1,1,2,2,1,2,2,2,6,1,1,1,2
849,1,1,1,1,2,2,2,2,2,2,6,2,4,1,2
850,0,2,1,1,1,2,1,2,2,2,5,1,2,6,3
851,1,4,1,2,1,2,2,1,2,2,5,1,3,5,2
852,3,5,1,2,2,5,2,2,3,2,4,1,1,5,2
853,0,1,1,2,2,2,2,2,3,1,3,1,2,5,1
854,0,1,1,1,2,5,2,2,3,2,6,4,4,5,2
855,0,1,2,2,3,2,2,1,1,2,6,2,2,1,2
856,0,1,1,1,1,2,2,1,2,2,4,4,2,1,2
857,0,2,1,2,4,5,2,2,2,2,6,3,1,5,2
858,1,3,1,2,5,2,1,3,2,2,6,1,2,1,2
859,0,3,1,1,2,5,1,2,3,2,6,3,1,6,2
860,0,8,2,1,5,2,2,1,3,2,4,1,1,4,2
861,0,2,2,2,1,5,1,2,1,2,6,1,3,5,2
862,0,6,1,1,2,2,1,1,1,2,5,1,2,6,2
863,0,2,1,2,2,2,1,3,2,2,5,3,2,1,1
864,0,1,2,1,2,2,1,1,3,2,5,2,1,6,2
