"id","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender"
3786,1,1,1,1,5,1
3787,7,1,1,4,2,2
3788,1,1,3,1,2,1
3789,1,2,2,4,2,1
3790,2,1,1,4,5,1
3791,2,1,2,4,2,1
3792,2,1,2,3,2,2
3793,7,1,2,1,2,1
3794,3,1,1,1,2,1
3795,1,1,1,1,2,2
3796,1,1,1,1,2,2
3797,9,1,1,4,2,1
3798,9,1,1,2,2,2
3799,2,2,1,4,4,2
3800,7,1,3,2,2,2
3801,1,1,2,5,2,2
3802,2,1,2,1,2,2
3803,2,1,1,4,2,2
3804,4,1,2,4,4,2
3805,2,1,2,1,2,2
3806,7,1,1,5,5,2
3807,6,1,1,4,2,2
3808,2,2,3,4,2,1
3809,8,1,1,2,5,1
3810,1,1,1,2,2,1
3811,1,1,1,1,5,1
3812,1,1,1,2,5,2
3813,9,1,2,1,2,1
3814,1,1,1,1,2,1
3815,1,1,1,2,2,1
3816,5,1,2,2,2,2
3817,8,2,1,5,2,2
3818,1,1,3,5,2,1
3819,7,1,3,1,2,2
3820,3,1,2,1,1,1
3821,1,1,1,1,2,1
3822,2,2,1,5,1,2
3823,1,2,2,3,2,2
3824,1,2,1,2,2,1
3825,2,1,2,4,5,2
3826,2,1,2,4,3,1
3827,2,1,1,3,5,2
3828,3,1,2,1,1,2
3829,2,1,2,4,5,1
3830,8,1,2,4,2,2
3831,1,1,1,2,2,2
3832,1,1,1,2,2,2
3833,5,1,1,4,2,1
3834,1,1,1,4,2,1
3835,1,1,2,4,5,2
3836,1,1,1,2,2,2
3837,2,1,2,2,2,2
3838,1,1,1,4,2,1
3839,2,1,2,1,2,1
3840,3,2,2,1,5,1
3841,1,1,2,4,2,1
3842,3,1,1,1,2,2
3843,1,1,1,2,5,1
3844,3,1,1,1,1,1
3845,1,1,2,2,5,2
3846,6,1,1,4,2,1
3847,2,1,3,4,2,1
3848,1,1,1,3,3,2
3849,4,1,1,1,5,1
3850,2,1,1,4,2,1
3851,2,1,1,4,2,2
3852,1,1,2,1,2,2
3853,3,1,1,4,5,2
3854,1,1,1,4,1,1
3855,1,1,2,4,2,2
3856,2,1,2,2,2,2
3857,3,1,1,2,5,1
3858,5,1,1,2,2,1
3859,2,1,1,1,2,1
3860,3,2,1,1,2,1
3861,1,1,2,4,2,1
3862,1,1,1,4,2,1
3863,1,1,1,4,2,2
3864,1,1,2,4,5,2
3865,8,1,1,5,2,1
3866,1,2,2,1,2,1
3867,2,1,1,4,1,1
3868,1,2,2,4,2,1
3869,3,1,2,2,5,1
3870,2,2,1,2,2,2
3871,1,1,1,2,5,1
3872,7,1,2,3,2,1
3873,8,1,2,1,5,1
3874,2,2,1,1,2,1
3875,8,1,1,4,2,2
3876,3,1,1,4,2,1
3877,5,1,2,2,2,1
3878,7,1,2,2,2,1
3879,6,1,1,1,2,2
3880,1,1,1,2,2,2
3881,1,1,1,4,5,2
3882,6,1,1,4,2,2
3883,2,1,1,4,2,1
3884,7,1,3,4,3,1
3885,1,1,1,1,2,1
3886,2,1,2,2,5,2
3887,7,1,1,4,5,1
3888,5,1,1,1,5,1
3889,9,2,1,1,2,2
3890,7,1,2,4,2,1
3891,7,1,2,1,5,1
3892,1,1,1,1,5,2
3893,1,1,1,2,2,2
3894,1,2,3,1,2,1
3895,1,2,1,2,2,1
3896,1,1,1,3,2,1
3897,1,1,3,1,2,1
3898,4,1,1,1,2,1
3899,2,1,1,1,2,1
3900,3,1,1,1,2,2
3901,2,1,2,2,2,1
3902,2,1,1,4,5,1
3903,7,1,1,4,2,2
3904,4,1,1,2,1,2
3905,1,1,2,2,5,1
3906,2,1,1,1,5,2
3907,2,1,1,2,5,1
3908,1,1,1,2,2,1
3909,5,1,1,4,5,2
3910,4,1,2,4,2,1
3911,1,1,2,2,2,1
3912,4,1,1,1,5,2
3913,1,2,1,2,4,1
3914,1,2,2,1,3,1
3915,8,1,1,2,2,2
3916,2,1,2,4,2,1
3917,1,1,1,4,2,2
3918,7,1,1,5,2,2
3919,2,1,3,2,2,1
3920,1,1,1,2,2,2
3921,9,1,1,1,2,2
3922,7,2,1,3,2,1
3923,6,1,2,1,2,1
3924,1,1,1,2,2,2
3925,2,1,1,4,3,2
3926,1,1,1,2,5,1
3927,1,1,1,1,1,1
3928,4,1,1,1,5,2
3929,2,1,1,1,5,2
3930,2,1,3,4,2,2
3931,5,2,2,2,4,2
3932,3,1,1,2,2,2
3933,6,1,1,1,5,1
3934,1,1,3,1,2,1
3935,6,1,1,4,2,2
3936,2,1,1,4,5,1
3937,2,1,3,4,2,2
3938,5,1,1,5,2,1
3939,1,1,2,1,5,1
3940,1,1,1,1,1,2
3941,2,1,2,4,1,1
3942,1,2,1,3,2,2
3943,5,1,2,1,2,1
3944,2,2,1,2,2,2
3945,2,2,1,2,5,2
3946,7,2,2,4,2,2
3947,2,1,2,5,2,2
3948,4,1,2,5,2,2
3949,1,1,2,1,2,2
3950,1,1,1,4,2,1
3951,1,1,1,4,5,1
3952,6,1,1,1,5,1
3953,1,1,2,2,2,2
3954,4,1,1,1,5,1
3955,7,1,3,1,2,2
3956,1,1,1,5,2,2
3957,1,1,2,3,5,1
3958,1,1,2,1,2,1
3959,3,1,2,5,2,1
3960,1,1,2,2,5,1
3961,2,1,1,1,2,2
3962,2,2,1,4,1,1
3963,1,1,1,4,2,1
3964,9,1,1,1,2,1
3965,1,1,2,5,2,2
3966,2,1,1,5,2,2
3967,1,2,2,4,4,1
3968,1,2,1,1,1,1
3969,1,2,3,4,2,1
3970,3,2,2,4,2,2
3971,2,1,1,2,2,2
3972,2,1,1,2,2,1
3973,3,1,1,5,2,1
3974,3,2,1,5,2,2
3975,7,1,1,4,4,1
3976,3,1,1,1,2,1
3977,1,1,1,1,2,2
3978,4,1,1,2,2,1
3979,8,1,1,1,2,2
3980,2,1,1,1,2,2
3981,2,1,2,3,2,1
3982,2,1,2,2,5,1
3983,6,1,1,4,2,1
3984,1,2,1,1,2,2
3985,2,1,2,1,2,1
3986,7,1,3,4,2,1
3987,1,2,2,4,2,1
3988,2,1,2,4,5,1
3989,2,1,2,2,5,1
3990,1,1,2,4,2,2
3991,3,1,1,1,5,2
3992,1,1,1,2,2,2
3993,2,1,1,2,5,2
3994,2,1,2,1,1,1
3995,1,1,2,5,2,2
3996,1,2,2,2,2,1
3997,2,1,2,4,2,1
3998,7,1,1,2,2,2
3999,7,1,2,1,2,2
4000,3,2,1,5,1,1
4001,7,1,2,2,2,1
4002,2,1,2,1,2,1
4003,2,1,1,2,1,2
4004,2,1,2,2,3,1
4005,8,1,2,2,2,2
4006,2,1,1,4,2,2
4007,1,1,3,1,3,1
4008,4,2,1,4,3,2
4009,3,1,2,1,2,2
4010,1,1,2,1,2,2
4011,3,1,1,1,2,2
4012,1,1,1,1,1,2
4013,1,1,3,2,5,1
4014,3,1,2,4,2,2
4015,1,1,1,1,4,2
4016,2,1,2,4,2,1
4017,1,2,3,4,5,2
4018,3,1,1,1,5,1
4019,1,1,1,2,2,1
4020,2,1,1,4,5,2
4021,9,1,2,2,2,1
4022,2,1,2,1,5,2
4023,3,1,1,1,2,2
4024,1,1,1,2,5,2
4025,2,1,1,2,2,1
4026,1,1,1,2,2,1
4027,1,1,1,1,2,2
4028,7,1,1,4,5,2
4029,3,1,1,5,2,1
4030,1,1,1,1,5,2
4031,8,1,1,2,5,1
4032,3,1,1,4,5,2
4033,1,1,1,4,5,1
4034,2,1,1,2,1,2
4035,2,1,2,4,5,1
4036,3,1,1,1,5,1
4037,2,1,1,4,2,1
4038,1,1,1,4,2,2
4039,1,1,1,5,5,1
4040,2,1,2,1,2,1
4041,6,1,1,1,1,1
4042,1,1,2,1,2,1
4043,2,1,1,2,5,2
4044,5,1,2,5,2,2
4045,8,1,1,5,2,2
4046,2,1,1,2,5,1
4047,1,1,3,4,2,2
4048,6,1,1,2,5,1
4049,1,1,1,4,2,2
4050,2,1,1,1,2,2
4051,5,1,1,2,2,2
4052,2,2,1,3,2,2
4053,7,2,1,4,2,1
4054,1,1,1,1,2,1
4055,3,1,2,4,2,1
4056,8,1,2,4,1,1
4057,2,1,1,4,5,2
4058,5,1,3,5,2,1
4059,1,2,2,2,2,1
4060,1,1,1,3,5,2
4061,1,1,2,1,5,1
4062,3,1,2,1,2,2
4063,2,1,1,2,5,1
4064,2,2,1,1,2,1
4065,1,1,2,1,2,1
4066,1,2,2,1,2,1
4067,7,1,1,1,5,2
4068,5,1,1,1,2,1
4069,3,1,1,4,2,1
4070,7,1,2,2,1,2
4071,9,1,3,1,2,2
4072,9,2,2,4,5,2
4073,1,1,1,2,4,2
4074,2,2,1,2,2,2
4075,2,1,1,4,2,1
4076,1,1,1,4,3,1
4077,1,1,1,4,2,2
4078,2,1,2,4,5,2
4079,2,1,1,1,5,2
4080,1,2,2,1,2,1
4081,1,1,1,4,5,2
4082,2,1,3,1,2,1
4083,1,1,1,2,2,1
4084,1,1,1,1,2,1
4085,3,1,1,2,2,2
4086,2,2,2,2,5,2
4087,1,2,3,4,2,2
4088,6,2,1,1,2,2
4089,1,1,2,1,5,2
4090,2,1,2,1,2,1
4091,4,2,1,2,3,1
4092,1,1,1,4,2,1
4093,1,1,1,1,5,2
4094,4,2,1,2,3,1
4095,2,2,1,5,1,2
4096,3,1,1,5,1,1
4097,1,1,1,1,2,2
4098,2,1,3,2,2,2
4099,1,1,1,4,5,2
4100,2,1,2,2,1,2
4101,7,1,1,3,2,1
4102,1,1,1,2,2,2
4103,1,2,2,1,2,1
4104,2,2,1,1,2,2
4105,1,2,1,1,4,2
4106,7,1,2,1,1,2
4107,3,1,1,4,2,1
4108,8,1,1,5,3,2
4109,5,2,2,3,2,2
4110,1,2,2,2,2,2
4111,5,2,1,1,5,1
4112,3,1,1,4,1,1
4113,1,1,3,5,2,1
4114,1,1,1,2,2,1
4115,2,2,1,1,1,1
4116,2,1,3,5,2,1
4117,1,2,1,2,2,2
4118,3,1,1,1,5,2
4119,3,1,1,1,3,1
4120,1,1,1,1,5,1
4121,1,1,1,1,2,1
4122,3,1,1,2,1,2
4123,2,2,1,1,2,1
4124,2,1,1,2,5,1
4125,1,1,2,1,2,2
4126,1,1,1,4,5,1
4127,2,1,2,2,5,1
4128,1,1,1,1,5,2
4129,2,1,2,1,5,1
4130,4,1,1,1,2,2
4131,8,2,2,2,2,1
4132,2,1,1,1,2,1
4133,7,1,3,2,5,1
4134,3,1,1,4,5,1
4135,2,2,1,1,4,2
4136,1,2,1,1,4,1
4137,1,1,1,3,2,2
4138,4,1,1,4,5,2
4139,1,1,1,2,1,1
4140,7,1,3,1,2,2
4141,5,1,1,1,2,2
4142,1,1,2,4,5,2
4143,8,2,2,2,2,1
4144,3,1,1,5,2,2
4145,1,2,1,2,2,2
4146,3,1,1,2,2,1
4147,1,1,1,2,2,2
4148,1,1,1,1,5,2
4149,2,1,1,1,2,1
4150,1,1,1,1,5,2
4151,2,1,2,2,2,1
4152,2,2,3,1,1,1
4153,3,1,2,4,5,2
4154,1,1,2,2,2,1
4155,3,1,1,1,2,1
4156,1,2,2,2,5,1
4157,2,1,1,5,2,1
4158,2,2,2,4,4,1
4159,5,1,1,1,2,2
4160,1,1,2,2,5,2
4161,3,1,1,4,2,1
4162,3,2,1,1,2,1
4163,6,1,1,2,2,2
4164,1,1,2,4,2,2
4165,5,2,2,2,2,1
4166,3,1,2,5,1,2
4167,9,2,2,4,5,2
4168,1,1,1,5,2,2
4169,1,2,1,1,2,2
4170,8,1,1,3,5,2
4171,7,1,1,4,2,1
4172,1,1,2,2,2,1
4173,9,1,1,2,1,1
4174,6,1,1,2,2,1
4175,1,1,1,1,5,2
4176,2,1,1,1,2,1
4177,2,1,2,2,5,2
4178,2,1,1,2,5,2
4179,1,1,1,2,2,2
4180,2,1,2,1,2,1
4181,3,1,1,2,2,1
4182,3,1,1,2,5,1
4183,6,2,1,1,2,1
4184,1,2,1,4,3,1
4185,2,1,1,4,2,2
4186,6,2,2,2,4,1
4187,3,2,2,4,2,2
4188,3,2,2,2,4,2
4189,2,2,1,5,4,1
4190,2,1,1,4,5,2
4191,3,1,2,1,2,1
4192,3,1,1,4,2,2
4193,9,1,1,1,5,2
4194,1,1,1,1,2,2
4195,2,2,1,2,5,1
4196,2,1,3,4,3,2
4197,2,2,1,5,1,2
4198,3,1,1,1,5,2
4199,5,1,3,4,2,1
4200,3,1,1,1,5,1
4201,1,1,1,5,2,2
4202,8,2,1,4,2,2
4203,3,1,1,1,5,2
4204,6,1,2,4,2,1
4205,1,1,1,3,2,1
4206,2,1,1,2,2,2
4207,1,1,2,1,2,2
4208,8,2,2,4,2,2
4209,1,1,1,1,2,1
4210,2,1,2,1,2,1
4211,7,1,1,2,2,2
4212,3,1,2,2,2,1
4213,1,1,1,1,2,1
4214,3,1,2,1,4,2
4215,9,1,1,2,5,2
4216,1,1,1,3,2,2
4217,3,1,2,2,2,2
4218,9,1,3,1,2,2
4219,2,1,1,4,2,1
4220,5,1,1,2,2,1
4221,7,1,3,1,5,2
4222,4,1,2,2,5,2
4223,3,1,2,1,1,1
4224,3,1,2,2,2,1
4225,4,1,1,1,2,1
4226,1,1,1,2,2,1
4227,3,1,2,2,3,1
4228,7,2,1,4,2,1
4229,3,2,1,1,4,2
4230,3,1,1,5,2,2
4231,4,1,1,1,2,2
4232,7,1,3,4,1,1
4233,2,1,1,2,2,2
4234,2,1,2,4,2,1
4235,2,1,1,4,1,1
4236,2,1,1,1,2,2
4237,1,1,1,4,3,1
4238,9,1,1,4,5,2
4239,1,1,1,5,2,2
4240,4,1,2,2,2,2
4241,2,2,2,1,2,1
4242,5,1,1,1,2,2
4243,4,2,2,2,2,2
4244,1,1,1,4,2,1
4245,1,1,1,4,2,1
4246,1,1,1,1,5,1
4247,9,1,1,1,2,2
4248,1,1,1,1,2,1
4249,7,1,1,4,2,2
4250,2,1,3,1,2,2
4251,6,1,1,2,5,1
4252,4,1,1,1,2,1
4253,4,1,2,5,2,1
4254,3,2,1,2,3,2
4255,9,1,1,4,5,2
4256,2,1,2,2,2,2
4257,2,1,1,1,5,2
4258,5,1,1,2,5,2
4259,2,2,1,1,5,2
4260,1,1,1,2,2,2
4261,8,1,3,2,2,2
4262,8,1,1,1,2,2
4263,2,1,3,2,5,1
4264,2,1,1,2,1,1
4265,3,1,2,3,3,1
4266,2,1,2,2,2,1
4267,2,1,1,4,3,1
4268,2,1,1,1,2,2
4269,5,2,2,2,2,1
4270,1,1,2,4,2,2
4271,4,1,1,2,2,2
4272,1,1,3,4,2,2
4273,1,1,2,4,5,2
4274,7,1,1,5,2,2
4275,2,1,2,1,2,2
4276,3,1,1,1,2,1
4277,3,1,2,2,2,2
4278,2,1,2,1,5,2
4279,8,1,1,4,5,2
4280,1,1,1,1,2,1
4281,6,1,2,1,2,1
4282,4,1,1,2,2,2
4283,4,1,2,1,2,1
4284,2,1,1,3,2,1
4285,1,1,1,5,2,2
4286,2,1,1,4,2,1
4287,1,1,3,5,2,1
4288,6,2,1,5,2,1
4289,7,1,2,5,5,2
4290,1,1,1,2,2,2
4291,2,1,1,1,2,2
4292,5,1,1,1,1,1
4293,1,1,1,3,5,1
4294,2,2,3,1,1,1
4295,8,1,3,1,2,1
4296,3,2,2,4,2,1
4297,2,1,1,4,5,1
4298,2,1,1,1,2,1
4299,2,1,3,1,5,1
4300,6,1,1,2,5,1
4301,1,1,1,2,2,2
4302,2,2,2,1,2,1
4303,6,1,1,2,2,1
4304,2,2,1,2,2,2
4305,4,1,1,4,2,1
4306,3,2,1,1,2,1
4307,2,2,1,4,3,2
4308,2,2,1,4,2,2
4309,3,1,2,5,5,2
4310,1,2,1,1,2,2
4311,2,1,2,1,2,2
4312,2,1,1,4,2,1
4313,1,1,1,3,5,2
4314,8,1,3,1,2,2
4315,1,2,1,1,5,2
4316,1,1,1,3,5,2
4317,2,1,1,4,2,2
4318,2,2,3,4,2,1
4319,5,1,1,1,2,2
4320,3,1,2,4,5,2
4321,9,1,1,4,2,2
4322,1,1,1,1,2,1
4323,1,1,1,4,5,2
4324,2,1,1,1,2,2
4325,1,2,2,5,2,2
4326,2,1,2,4,2,2
4327,2,2,1,2,5,2
4328,2,1,1,1,2,1
4329,2,1,2,2,5,2
4330,2,1,1,4,5,1
4331,5,1,1,4,5,1
4332,3,1,3,1,5,2
4333,3,1,1,4,2,2
4334,3,1,1,1,5,2
4335,4,1,1,4,2,1
4336,6,2,2,4,2,2
4337,1,1,1,1,5,1
4338,2,1,1,4,1,1
4339,3,1,1,4,5,1
4340,1,2,2,1,2,1
4341,1,1,3,2,5,2
4342,7,1,1,2,3,2
4343,7,1,3,2,5,1
4344,1,1,1,4,2,2
4345,1,1,2,1,2,2
4346,4,1,2,4,5,2
4347,4,1,2,2,2,2
4348,1,1,1,2,5,1
4349,2,1,3,5,2,1
4350,3,2,1,2,4,1
4351,2,1,2,2,5,2
4352,2,1,2,4,2,1
4353,5,1,1,4,2,1
4354,1,2,1,4,2,2
4355,1,1,1,5,5,1
4356,2,1,1,1,2,2
4357,1,1,2,2,2,2
4358,8,1,1,5,5,2
4359,2,1,1,4,2,2
4360,4,1,1,1,2,1
4361,2,1,1,4,5,2
4362,3,1,1,2,2,1
4363,1,1,1,1,5,1
4364,9,1,1,1,2,2
4365,2,1,1,1,2,2
4366,2,2,1,1,4,2
4367,8,1,2,2,5,1
4368,2,2,1,1,1,1
4369,4,1,1,1,2,2
4370,2,1,1,5,2,2
4371,1,1,3,2,4,2
4372,1,1,1,1,2,2
4373,6,1,1,1,5,2
4374,6,1,2,2,2,1
4375,7,1,1,2,2,1
4376,2,2,1,1,2,1
4377,1,1,1,5,5,2
4378,1,1,1,2,2,2
4379,3,1,1,1,3,2
4380,3,1,1,1,2,2
4381,7,1,3,2,2,1
4382,1,1,3,2,3,1
4383,3,1,1,1,5,2
4384,1,1,1,2,2,2
4385,1,1,1,2,2,2
4386,3,2,1,4,5,1
4387,3,1,2,5,5,2
4388,4,1,3,1,2,1
4389,2,1,2,4,2,1
4390,4,1,1,1,2,2
4391,2,1,2,4,2,1
4392,4,1,2,4,5,2
4393,4,1,1,2,2,1
4394,1,2,2,1,4,1
4395,1,2,3,1,2,1
4396,3,1,1,2,2,2
4397,1,1,1,2,2,2
4398,2,1,1,4,5,1
4399,1,2,1,2,2,2
4400,2,1,2,1,5,2
4401,2,1,1,1,2,2
4402,1,1,1,1,5,2
4403,2,1,1,1,3,1
4404,2,1,1,1,2,1
4405,1,1,1,4,5,1
4406,7,1,1,2,3,1
4407,4,1,2,1,2,2
4408,7,1,1,1,2,1
4409,1,1,1,5,2,1
4410,3,1,1,4,5,1
4411,1,1,1,4,2,2
4412,1,1,1,4,2,1
4413,1,1,1,5,1,2
4414,4,1,2,3,2,1
4415,1,1,1,4,2,2
4416,3,1,1,2,2,2
4417,6,1,1,5,2,2
4418,2,1,2,4,2,1
4419,7,1,3,1,2,1
4420,7,1,1,4,4,2
4421,2,1,2,4,5,2
4422,2,1,1,4,2,2
4423,1,2,1,1,2,2
4424,1,1,1,1,5,2
4425,1,1,1,4,2,2
4426,5,2,2,3,2,2
4427,2,2,1,4,2,1
4428,1,1,1,2,2,2
4429,2,2,1,4,1,1
4430,3,1,2,1,2,2
4431,9,1,2,1,2,1
4432,1,1,2,1,5,2
4433,8,1,3,1,5,1
4434,3,1,1,3,2,1
4435,1,2,2,4,4,1
4436,1,1,1,2,2,1
4437,1,1,2,4,5,1
4438,3,1,1,4,2,2
4439,9,1,1,2,3,2
4440,3,1,2,4,2,1
4441,1,1,1,5,2,1
4442,5,1,1,2,5,2
4443,1,1,1,4,5,2
4444,2,1,2,2,2,2
4445,3,1,1,1,3,2
4446,2,1,1,4,2,2
4447,2,2,1,3,2,2
4448,1,1,1,2,5,2
4449,3,1,2,4,2,1
4450,3,1,2,1,2,1
4451,2,1,1,4,5,2
4452,2,1,2,3,5,2
4453,2,1,2,2,5,2
4454,3,1,1,1,5,1
4455,9,1,3,4,1,1
4456,2,1,1,4,5,1
4457,6,1,2,4,2,2
4458,8,1,1,4,2,1
4459,1,1,1,4,5,1
4460,7,1,1,1,2,1
4461,7,1,1,4,2,1
4462,1,2,2,1,2,1
4463,1,1,1,1,5,1
4464,4,1,1,4,2,2
4465,2,1,2,1,2,1
4466,1,2,1,4,3,1
4467,4,1,1,2,1,1
4468,3,1,1,4,2,2
4469,2,1,1,4,5,1
4470,3,1,1,2,2,2
4471,7,1,1,1,5,1
4472,1,1,1,2,2,1
4473,3,1,1,4,2,1
4474,1,1,1,4,2,2
4475,1,1,2,1,5,2
4476,9,1,3,1,2,2
4477,8,1,1,2,2,1
4478,2,1,1,2,5,2
4479,2,1,1,2,2,1
4480,1,1,2,4,5,2
4481,1,1,2,4,2,2
4482,2,2,1,3,2,2
4483,1,1,1,1,5,2
4484,2,1,2,4,5,1
4485,1,1,1,4,2,1
4486,3,1,2,1,2,2
4487,5,1,2,4,2,1
4488,8,1,1,2,1,2
4489,2,1,1,2,2,2
4490,1,1,2,2,2,2
4491,2,1,1,2,2,1
4492,2,1,2,2,5,1
4493,2,1,1,2,2,2
4494,1,1,2,1,2,2
4495,4,1,1,1,5,1
4496,7,2,1,3,2,1
4497,4,1,3,2,5,2
4498,2,1,1,4,5,2
4499,1,1,3,2,2,2
4500,2,1,1,2,2,1
4501,8,1,2,4,5,2
4502,1,1,1,1,5,1
4503,1,2,1,1,4,2
4504,1,1,1,2,5,1
4505,1,1,1,2,2,1
4506,1,2,1,4,2,1
4507,1,1,3,1,2,2
4508,5,1,2,5,2,2
4509,1,2,2,2,4,1
4510,5,1,2,4,2,1
4511,4,1,1,1,2,1
4512,1,1,1,1,3,2
4513,5,2,2,2,4,2
4514,9,2,1,2,3,1
4515,1,1,1,4,5,2
4516,1,1,2,2,5,1
4517,3,1,1,2,2,2
4518,3,1,2,1,2,1
4519,1,1,1,1,2,1
4520,1,1,2,4,2,1
4521,2,1,1,4,5,2
4522,9,1,1,2,2,1
4523,1,1,1,2,2,2
4524,1,1,2,1,2,2
4525,3,1,1,1,2,1
4526,1,1,2,1,2,1
4527,8,2,1,1,2,1
4528,9,2,2,5,5,1
4529,1,1,2,1,2,1
4530,6,1,2,1,2,2
4531,9,1,1,1,2,2
4532,1,1,2,5,2,2
4533,9,1,1,2,2,1
4534,1,1,1,4,2,1
4535,2,2,3,4,2,1
4536,1,1,2,4,3,1
4537,1,2,1,1,5,2
4538,2,2,1,1,4,2
4539,1,2,1,2,2,2
4540,2,2,1,1,2,1
4541,1,1,3,1,3,2
4542,5,1,1,4,5,1
4543,2,1,3,4,2,1
4544,2,1,1,2,2,1
4545,2,2,1,4,1,1
4546,2,1,1,1,2,2
4547,9,1,1,1,5,1
4548,8,2,1,4,2,2
4549,3,1,1,2,5,1
4550,1,1,1,1,3,2
4551,4,1,2,5,3,1
4552,2,1,1,2,5,1
4553,1,1,2,1,5,2
4554,6,1,1,2,2,2
4555,1,1,1,3,2,1
4556,2,2,1,2,2,2
4557,1,1,1,4,3,1
4558,2,1,1,3,2,2
4559,5,1,1,2,2,2
4560,6,1,2,3,2,2
4561,1,1,2,2,2,1
4562,1,2,2,1,2,1
4563,7,2,1,4,5,2
4564,2,1,2,4,2,2
4565,1,1,2,1,5,2
4566,2,1,1,4,2,1
4567,1,1,1,4,2,1
4568,6,1,1,4,5,2
4569,5,1,1,1,5,1
4570,1,1,1,4,2,2
4571,2,1,1,1,2,1
4572,3,1,1,2,2,1
4573,1,1,1,1,5,1
4574,2,2,2,1,2,1
4575,1,1,3,5,2,2
4576,1,1,1,4,2,1
4577,6,1,1,4,5,1
4578,3,1,1,1,5,2
4579,2,1,2,4,5,2
4580,3,1,2,4,2,1
4581,7,2,1,4,2,1
4582,7,1,1,2,2,1
4583,5,1,1,1,2,1
4584,6,1,2,4,5,2
4585,2,1,2,5,2,1
4586,1,1,1,5,2,2
4587,2,1,1,4,5,1
4588,2,2,1,5,4,1
4589,1,2,1,4,2,2
4590,1,2,1,4,3,1
4591,9,1,2,1,2,1
4592,7,1,2,4,2,1
4593,2,1,2,1,2,1
4594,1,1,1,2,5,1
4595,6,1,1,2,2,2
4596,5,1,1,2,2,2
4597,1,1,1,2,2,1
4598,1,1,1,1,5,2
4599,8,1,3,1,2,1
4600,3,2,1,4,2,1
4601,1,1,2,4,3,1
4602,7,1,2,4,5,2
4603,2,1,1,5,5,2
4604,6,1,3,1,2,2
4605,1,1,3,4,5,2
4606,2,1,1,4,2,2
4607,2,1,1,4,5,1
4608,1,1,1,1,5,2
4609,2,1,2,4,2,1
4610,2,1,2,2,2,2
4611,5,1,1,1,5,2
4612,3,1,1,2,2,2
4613,1,1,1,4,2,1
4614,1,1,1,1,2,2
4615,8,1,1,4,3,1
4616,2,1,2,4,2,2
4617,9,2,1,4,2,2
4618,1,1,1,5,5,1
4619,4,1,2,1,5,2
4620,8,1,1,1,2,2
4621,8,1,1,2,2,1
4622,3,1,1,4,2,1
4623,3,1,1,2,2,2
4624,1,2,2,2,2,1
4625,1,1,1,1,2,1
4626,2,1,1,1,5,2
4627,7,1,2,4,5,1
4628,7,1,1,1,2,2
4629,6,2,2,4,2,2
4630,1,1,2,1,2,1
4631,1,2,1,4,2,2
4632,1,1,2,1,5,1
4633,1,1,1,2,2,1
4634,3,1,1,1,1,1
4635,8,1,3,5,2,1
4636,5,1,2,4,5,2
4637,2,1,1,1,2,2
4638,1,1,1,2,2,2
4639,2,1,1,1,2,1
4640,8,1,1,1,2,1
4641,2,1,1,4,2,1
4642,1,1,2,1,2,1
4643,2,1,1,1,2,1
4644,1,1,1,1,2,2
4645,2,1,2,1,2,2
4646,1,1,1,2,5,2
4647,9,2,2,1,4,2
4648,6,1,3,1,2,1
4649,1,1,1,4,2,1
4650,2,2,2,2,4,1
4651,5,1,3,4,1,1
4652,1,1,2,3,1,2
4653,9,1,1,2,2,1
4654,4,1,2,1,2,2
4655,2,1,2,2,3,2
4656,2,1,1,1,5,2
4657,9,1,2,4,5,1
4658,1,1,2,4,2,1
4659,1,1,1,2,2,1
4660,3,1,1,1,3,2
4661,1,1,1,2,4,2
4662,1,1,1,1,2,2
4663,5,1,2,4,5,2
4664,1,1,1,2,2,1
4665,1,1,2,5,3,2
4666,1,2,1,1,2,2
4667,3,1,1,2,5,2
4668,4,2,1,4,3,2
4669,1,1,1,4,5,1
4670,8,1,1,4,2,2
4671,2,2,1,4,2,2
4672,2,1,3,2,2,1
4673,3,1,2,2,2,1
4674,1,1,2,2,2,1
4675,1,1,1,2,2,2
4676,2,1,1,1,5,1
4677,7,2,2,4,2,2
4678,2,1,1,1,2,2
4679,1,1,1,1,5,2
4680,9,1,1,1,2,1
4681,3,1,1,2,5,2
4682,1,1,2,1,2,1
4683,6,1,1,1,5,1
4684,5,1,2,5,2,1
4685,2,1,1,2,2,1
4686,7,1,1,2,2,1
4687,2,1,1,1,2,2
4688,1,1,1,4,5,1
4689,1,1,2,1,2,2
4690,1,1,1,5,2,2
4691,5,1,1,2,5,2
4692,1,1,1,1,2,1
4693,4,1,2,4,2,2
4694,1,1,1,1,2,1
4695,3,1,2,1,5,1
4696,2,1,1,2,2,1
4697,1,1,1,1,2,2
4698,1,1,1,1,2,1
4699,4,1,2,4,2,2
4700,2,1,1,4,5,2
4701,1,1,3,2,5,1
4702,9,1,2,4,5,1
4703,1,1,1,1,5,2
4704,4,1,1,1,1,1
4705,1,1,2,5,2,1
4706,9,1,1,5,2,2
4707,1,2,1,2,2,2
4708,4,1,2,4,4,1
4709,3,1,1,2,2,2
4710,1,1,1,1,1,2
4711,1,1,1,4,2,1
4712,1,1,1,4,2,2
4713,1,1,2,1,2,1
4714,4,1,1,1,5,2
4715,2,1,2,1,5,2
